Group ID,Family,Channel,Product,Normalized Specification,Dosage Form,Current Retail Price,Price Display,Planned Catalog Status,Recommended Action,Selected Supplier,Quality / Regulatory Notes
GRP-0068,503A Clinical Formulations,Clinical / Provider Only,"GHK-Cu Firming Serum, Gel (GHK-Cu","GHK-CU FIRMING SERUM, GEL (GHK-CU 3% / NIACINAMIDE 3%) 30ML",Topical Gel / Serum,300,$300.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0069,503A Clinical Formulations,Clinical / Provider Only,Glutathione,GLUTATHIONE 200MG/ML (10ML),Compounded Vial / Liquid,50,$50.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0070,503A Clinical Formulations,Clinical / Provider Only,Glutathione,GLUTATHIONE 200MG/ML (30ML),Compounded Vial / Liquid,112.5,$112.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0071,503A Clinical Formulations,Clinical / Provider Only,Glycine,GLYCINE 50MG/ML (10ML),Compounded Vial / Liquid,75,$75.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0072,503A Clinical Formulations,Clinical / Provider Only,Gonadorelin,GONADORELIN 200MCG/ML (5ML),Compounded Vial / Liquid,87.5,$87.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0073,503A Clinical Formulations,Clinical / Provider Only,"HCG Pregnyl 10,000Iu","HCG PREGNYL 10,000IU",Listed Unit,462.5,$462.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0074,503A Clinical Formulations,Clinical / Provider Only,IGF-Lr3,IGF-LR3 200MCG/ML (5ML),Compounded Vial / Liquid,362.5,$362.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0075,503A Clinical Formulations,Clinical / Provider Only,Ibutamoren,IBUTAMOREN 12.5MG CAPSULE,Capsule,4.125,$4.12,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0076,503A Clinical Formulations,Clinical / Provider Only,Ibutamoren,IBUTAMOREN 25MG CAPSULE,Capsule,6.625,$6.62,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0077,503A Clinical Formulations,Clinical / Provider Only,Ketoconazole Cream (Ketoconazole,KETOCONAZOLE CREAM (KETOCONAZOLE 2% / NIACINAMIDE 4%) 30GM,Topical Cream,125,$125.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0078,503A Clinical Formulations,Clinical / Provider Only,Kisspeptin,KISSPEPTIN 1MG/ML (5ML),Compounded Vial / Liquid,200,$200.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0079,503A Clinical Formulations,Clinical / Provider Only,Kyzatrex (Oral Testosterone),KYZATREX (ORAL TESTOSTERONE) 200MG,Listed Unit,397.5,$397.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0080,503A Clinical Formulations,Clinical / Provider Only,LIBIDO CREAM (SCREAM CREAM),LIBIDO CREAM (SCREAM CREAM) — Testosterone Cypionate 0.1% / Sildenafil Citrate 0.1% / Glycerin / Versabase Cream,Topical Cream,187.5,$187.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0081,503A Clinical Formulations,Clinical / Provider Only,LIVER SUPPORT,"LIVER SUPPORT (Vitamin E 50%, Milk Thistle, N-Acetylcysteine, Thiamine, Selenium) CAPSULE",Capsule,112.5,$112.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0082,503A Clinical Formulations,Clinical / Provider Only,Larazotide,LARAZOTIDE 250MCG CAPSULE,Capsule,4.5,$4.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0083,503A Clinical Formulations,Clinical / Provider Only,Larazotide,LARAZOTIDE 500MCG CAPSULE,Capsule,8.75,$8.75,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0084,503A Clinical Formulations,Clinical / Provider Only,Larazotide + KPV,LARAZOTIDE/KPV 500MCG-500MCG CAPSULE,Capsule,8.75,$8.75,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0085,503A Clinical Formulations,Clinical / Provider Only,Lidocaine,LIDOCAINE 23% / TETRACAINE 10% / PHENYLEPHRINE 0.5% TOPICAL CREAM 60ML PUMP,Topical Cream,112.5,$112.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0086,503A Clinical Formulations,Clinical / Provider Only,Lidocaine,LIDOCAINE 23% / TETRACAINE 10% TOPICAL CREAM 60ML PUMP,Topical Cream,112.5,$112.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0087,503A Clinical Formulations,Clinical / Provider Only,Lidocaine,LIDOCAINE 23% / TETRACAINE 7% / PRILOCAINE 2% TOPICAL CREAM 60ML PUMP,Topical Cream,112.5,$112.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0088,503A Clinical Formulations,Clinical / Provider Only,Lipo-B (Cyanocobalamin + Mic) (10Ml),LIPO-B (Cyanocobalamin/MIC) (10ML),Compounded Vial / Liquid,75,$75.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0089,503A Clinical Formulations,Clinical / Provider Only,Lipo-B (Cyanocobalamin + Mic) (30Ml),LIPO-B (Cyanocobalamin/MIC) (30ML),Compounded Vial / Liquid,112.5,$112.50,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0090,503A Clinical Formulations,Clinical / Provider Only,Lipo-C (Cyanocobalamin + Mic + L-Carnitine) (10Ml),LIPO-C (Cyanocobalamin/MIC/L-Carnitine) (10ML),Compounded Vial / Liquid,87.5,$87.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0091,503A Clinical Formulations,Clinical / Provider Only,Lipo-C (Cyanocobalamin + Mic + L-Carnitine) (30Ml),LIPO-C (Cyanocobalamin/MIC/L-Carnitine) (30ML),Compounded Vial / Liquid,112.5,$112.50,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0092,503A Clinical Formulations,Clinical / Provider Only,Low Dose Naltrexone,LOW DOSE NALTREXONE 1.5MG CAPSULE,Capsule,2.125,$2.12,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0093,503A Clinical Formulations,Clinical / Provider Only,MOTS-C,MOTS-C 10MG/ML (5ML),Compounded Vial / Liquid,325,$325.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0094,503A Clinical Formulations,Clinical / Provider Only,MOTS-C,MOTS-C 2MG/ML (5ML),Compounded Vial / Liquid,200,$200.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0095,503A Clinical Formulations,Clinical / Provider Only,MYERS' COCKTAIL,"MYERS’ COCKTAIL (Thiamine 10mg, Niacinamide 10mg, Pyridoxine 0.2mg, Riboflavin 20mg, Calcium Gluconate 0.04mL, Magnesium Chloride 0.1mL per mL) (10ML)",Compounded Vial / Liquid,75,$75.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0096,503A Clinical Formulations,Clinical / Provider Only,MYERS' COCKTAIL,"MYERS’ COCKTAIL (Thiamine 10mg, Niacinamide 10mg, Pyridoxine 0.2mg, Riboflavin 20mg, Calcium Gluconate 0.04mL, Magnesium Chloride 0.1mL per mL) (30ML)",Compounded Vial / Liquid,125,$125.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0097,503A Clinical Formulations,Clinical / Provider Only,Magnesium Chloride,MAGNESIUM CHLORIDE 200MG/ML (50ML),Compounded Vial / Liquid,150,$150.00,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0098,503A Clinical Formulations,Clinical / Provider Only,Melanotan Ii,MELANOTAN II 1MG/ML (5ML),Compounded Vial / Liquid,200,$200.00,Clinical formulation expansion,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
GRP-0099,503A Clinical Formulations,Clinical / Provider Only,Metformin HCl Er Tablet,METFORMIN HCl ER TABLET 1000MG,Tablet,3.75,$3.75,New clinical formulary item,"Keep in the Care / Telemedicine pathway only. Review provider demand, state coverage, prescription workflow, BUD, and pharmacy terms before adding.",Optimal Balance Pharmacy,503A; sterile batches stated to undergo endotoxin and sterility testing; USP <797>/<800> statements in catalog
